"kind","route","probe_route","methods","public_state","required_permission","required_role","allowed_roles","expected_blocked_roles","expected_unauthenticated","expected_blocked","expected_cache","indexing","source_file","unauthenticated_status","super_admin_status","director_status","principal_status","admin_status","accountant_status","teacher_status","parent_status","viewer_status"
"api","/api/auth/change-password","/api/auth/change-password","POST","PRIVATE","AUTHENTICATED_OR_SCOPED","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|TEACHER|PARENT|VIEWER","","401","NOT_APPLICABLE","private, no-store","NOINDEX","api/auth/change-password/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/auth/login","/api/auth/login","POST","PUBLIC","PUBLIC","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|TEACHER|PARENT|VIEWER","","PUBLIC_HANDLER_STATUS","NOT_APPLICABLE","private, no-store","NOINDEX","api/auth/login/route.ts","405","405","405","405","405","405","405","405","405"
"api","/api/auth/logout","/api/auth/logout","POST","PRIVATE","AUTHENTICATED_OR_SCOPED","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|TEACHER|PARENT|VIEWER","","401","NOT_APPLICABLE","private, no-store","NOINDEX","api/auth/logout/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/backup","/api/backup","GET","PRIVATE","RUN_BACKUP","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/backup/route.ts","401","200","200","403","200","403","403","403","403"
"api","/api/books/catalog","/api/books/catalog","GET|POST|PATCH|DELETE","PRIVATE","VIEW_BOOKS_FINANCE","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|VIEWER","TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/books/catalog/route.ts","401","200","200","200","200","200","403","403","200"
"api","/api/books/publisher-bills","/api/books/publisher-bills","GET|POST","PRIVATE","VIEW_BOOKS_FINANCE","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|VIEWER","TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/books/publisher-bills/route.ts","401","200","200","200","200","200","403","403","200"
"api","/api/books/publisher-bills/library-service","/api/books/publisher-bills/library-service","POST","PRIVATE","MANAGE_PUBLISHER_BILLS","","SUPER_ADMIN|DIRECTOR|ADMIN|ACCOUNTANT","PRINCIPAL|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/books/publisher-bills/library-service/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/books/rates","/api/books/rates","POST|PATCH","PRIVATE","MANAGE_BOOK_RATES","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/books/rates/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/books/reports","/api/books/reports","GET","PRIVATE","VIEW_BOOK_REPORTS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|VIEWER","TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/books/reports/route.ts","401","200","200","200","200","200","403","403","200"
"api","/api/books/reports/export","/api/books/reports/export","GET","PRIVATE","EXPORT_BOOK_REPORTS","","SUPER_ADMIN|DIRECTOR|ADMIN|ACCOUNTANT","PRINCIPAL|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/books/reports/export/route.ts","401","200","200","403","200","200","403","403","403"
"api","/api/books/sales","/api/books/sales","GET|POST","PRIVATE","VIEW_BOOKS_FINANCE","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|VIEWER","TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/books/sales/route.ts","401","200","200","200","200","200","403","403","200"
"api","/api/books/sales/[id]","/api/books/sales/qasec1qa-object-missing","GET","PRIVATE","VIEW_BOOKS_FINANCE","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|VIEWER","TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/books/sales/[id]/route.ts","401","404","404","404","404","404","403","403","404"
"api","/api/books/sales/[id]/cancel","/api/books/sales/qasec1qa-object-missing/cancel","POST","PRIVATE","CANCEL_BOOK_SALES","","SUPER_ADMIN|DIRECTOR|ADMIN","PRINCIPAL|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/books/sales/[id]/cancel/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/books/settlements","/api/books/settlements","GET|POST","PRIVATE","VIEW_BOOKS_FINANCE","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|VIEWER","TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/books/settlements/route.ts","401","200","200","200","200","200","403","403","200"
"api","/api/books/settlements/[date]","/api/books/settlements/2026-07-19","GET","PRIVATE","VIEW_BOOKS_FINANCE","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|VIEWER","TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/books/settlements/[date]/route.ts","401","404","404","404","404","404","403","403","404"
"api","/api/books/settlements/[date]/workflow","/api/books/settlements/2026-07-19/workflow","POST","PRIVATE","AUTHENTICATED_OR_SCOPED","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|TEACHER|PARENT|VIEWER","","401","NOT_APPLICABLE","private, no-store","NOINDEX","api/books/settlements/[date]/workflow/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/budgets","/api/budgets","GET|POST","PRIVATE","VIEW_BUDGETS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|VIEWER","TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/budgets/route.ts","401","200","200","200","200","200","403","403","200"
"api","/api/budgets/[id]","/api/budgets/qasec1qa-object-missing","GET|PUT","PRIVATE","VIEW_BUDGETS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|VIEWER","TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/budgets/[id]/route.ts","401","404","404","404","404","404","403","403","404"
"api","/api/budgets/[id]/revisions","/api/budgets/qasec1qa-object-missing/revisions","POST","PRIVATE","REVISE_BUDGETS","","SUPER_ADMIN|DIRECTOR","PRINCIPAL|ADMIN|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/budgets/[id]/revisions/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/budgets/[id]/revisions/[revisionId]/workflow","/api/budgets/qasec1qa-object-missing/revisions/qasec1qa-revisionid-missing/workflow","POST","PRIVATE","AUTHENTICATED_OR_SCOPED","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|TEACHER|PARENT|VIEWER","","401","NOT_APPLICABLE","private, no-store","NOINDEX","api/budgets/[id]/revisions/[revisionId]/workflow/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/budgets/[id]/workflow","/api/budgets/qasec1qa-object-missing/workflow","POST","PRIVATE","AUTHENTICATED_OR_SCOPED","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|TEACHER|PARENT|VIEWER","","401","NOT_APPLICABLE","private, no-store","NOINDEX","api/budgets/[id]/workflow/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/budgets/reports","/api/budgets/reports","GET","PRIVATE","VIEW_BUDGET_REPORTS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|VIEWER","TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/budgets/reports/route.ts","401","200","200","200","200","200","403","403","200"
"api","/api/budgets/reports/export","/api/budgets/reports/export","GET","PRIVATE","EXPORT_BUDGET_REPORTS","","SUPER_ADMIN|DIRECTOR|ADMIN|ACCOUNTANT","PRINCIPAL|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/budgets/reports/export/route.ts","401","404","404","403","404","404","403","403","403"
"api","/api/cash-book","/api/cash-book","GET|POST","PRIVATE","VIEW_CASH_BOOK","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|VIEWER","TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/cash-book/route.ts","401","200","200","200","200","200","403","403","200"
"api","/api/cash-book/[date]","/api/cash-book/2026-07-19","GET|PATCH","PRIVATE","VIEW_CASH_BOOK","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|VIEWER","TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/cash-book/[date]/route.ts","401","404","404","404","404","404","403","403","404"
"api","/api/cash-book/[date]/movements","/api/cash-book/2026-07-19/movements","POST","PRIVATE","MANAGE_CASH_BOOK","","SUPER_ADMIN|DIRECTOR|ADMIN|ACCOUNTANT","PRINCIPAL|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/cash-book/[date]/movements/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/cash-book/[date]/movements/[movementId]/cancel","/api/cash-book/2026-07-19/movements/qasec1qa-movementid-missing/cancel","POST","PRIVATE","MANAGE_CASH_BOOK","","SUPER_ADMIN|DIRECTOR|ADMIN|ACCOUNTANT","PRINCIPAL|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/cash-book/[date]/movements/[movementId]/cancel/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/cash-book/[date]/workflow","/api/cash-book/2026-07-19/workflow","POST","PRIVATE","AUTHENTICATED_OR_SCOPED","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|TEACHER|PARENT|VIEWER","","401","NOT_APPLICABLE","private, no-store","NOINDEX","api/cash-book/[date]/workflow/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/cash-book/reports","/api/cash-book/reports","GET","PRIVATE","VIEW_CASH_BOOK_REPORTS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|VIEWER","TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/cash-book/reports/route.ts","401","200","200","200","200","200","403","403","200"
"api","/api/cash-book/reports/export","/api/cash-book/reports/export","GET","PRIVATE","EXPORT_CASH_BOOK_REPORTS","","SUPER_ADMIN|DIRECTOR|ADMIN|ACCOUNTANT","PRINCIPAL|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/cash-book/reports/export/route.ts","401","200","200","403","200","200","403","403","403"
"api","/api/certificates","/api/certificates","GET|POST","PRIVATE","VIEW_CERTIFICATES","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/certificates/route.ts","401","200","200","200","200","403","403","403","403"
"api","/api/certificates/[id]","/api/certificates/qasec1qa-object-missing","GET|PATCH","PRIVATE","VIEW_CERTIFICATES","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/certificates/[id]/route.ts","401","404","404","404","404","403","403","403","403"
"api","/api/certificates/[id]/versions/[version]","/api/certificates/qasec1qa-object-missing/versions/1","GET","PRIVATE","VIEW_CERTIFICATES","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/certificates/[id]/versions/[version]/route.ts","401","404","404","404","404","403","403","403","403"
"api","/api/certificates/[id]/workflow","/api/certificates/qasec1qa-object-missing/workflow","POST","PRIVATE","AUTHENTICATED_OR_SCOPED","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|TEACHER|PARENT|VIEWER","","401","NOT_APPLICABLE","private, no-store","NOINDEX","api/certificates/[id]/workflow/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/certificates/number-series","/api/certificates/number-series","GET|POST","PRIVATE","VIEW_CERTIFICATES","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/certificates/number-series/route.ts","401","200","200","200","200","403","403","403","403"
"api","/api/certificates/reports","/api/certificates/reports","GET","PRIVATE","VIEW_CERTIFICATE_REPORTS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|VIEWER","ACCOUNTANT|TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/certificates/reports/route.ts","401","200","200","200","200","403","403","403","200"
"api","/api/certificates/reports/export","/api/certificates/reports/export","GET","PRIVATE","EXPORT_CERTIFICATE_REPORTS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/certificates/reports/export/route.ts","401","200","200","200","200","403","403","403","403"
"api","/api/certificates/requests","/api/certificates/requests","GET|POST","PRIVATE","VIEW_CERTIFICATES","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/certificates/requests/route.ts","401","200","200","200","200","403","403","403","403"
"api","/api/certificates/requests/[id]","/api/certificates/requests/qasec1qa-object-missing","GET","PRIVATE","VIEW_CERTIFICATES","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/certificates/requests/[id]/route.ts","401","404","404","404","404","403","403","403","403"
"api","/api/certificates/requests/[id]/workflow","/api/certificates/requests/qasec1qa-object-missing/workflow","POST","PRIVATE","AUTHENTICATED_OR_SCOPED","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|TEACHER|PARENT|VIEWER","","401","NOT_APPLICABLE","private, no-store","NOINDEX","api/certificates/requests/[id]/workflow/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/certificates/source-preview","/api/certificates/source-preview","POST","PRIVATE","CREATE_CERTIFICATES","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/certificates/source-preview/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/certificates/templates","/api/certificates/templates","GET|POST","PRIVATE","VIEW_CERTIFICATES","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/certificates/templates/route.ts","401","200","200","200","200","403","403","403","403"
"api","/api/certificates/templates/[id]","/api/certificates/templates/qasec1qa-object-missing","PATCH","PRIVATE","MANAGE_CERTIFICATE_TEMPLATES","","SUPER_ADMIN|DIRECTOR","PRINCIPAL|ADMIN|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/certificates/templates/[id]/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/class-x-documents","/api/class-x-documents","GET|POST","PRIVATE","VIEW_CLASS_X_PACKAGES","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT","TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/class-x-documents/route.ts","401","200","200","200","200","200","403","403","403"
"api","/api/class-x-documents/[id]","/api/class-x-documents/qasec1qa-object-missing","GET","PRIVATE","VIEW_CLASS_X_PACKAGES","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT","TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/class-x-documents/[id]/route.ts","401","404","404","404","404","404","403","403","403"
"api","/api/class-x-documents/[id]/documents","/api/class-x-documents/qasec1qa-object-missing/documents","GET","PRIVATE","VIEW_CLASS_X_PACKAGES","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT","TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/class-x-documents/[id]/documents/route.ts","401","200","200","200","200","200","403","403","403"
"api","/api/class-x-documents/[id]/documents/[itemId]/link-certificate","/api/class-x-documents/qasec1qa-object-missing/documents/qasec1qa-itemid-missing/link-certificate","POST","PRIVATE","MANAGE_CLASS_X_DOCUMENT_CUSTODY","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/class-x-documents/[id]/documents/[itemId]/link-certificate/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/class-x-documents/[id]/documents/[itemId]/workflow","/api/class-x-documents/qasec1qa-object-missing/documents/qasec1qa-itemid-missing/workflow","POST","PRIVATE","MANAGE_CLASS_X_DOCUMENT_CUSTODY","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/class-x-documents/[id]/documents/[itemId]/workflow/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/class-x-documents/[id]/handover","/api/class-x-documents/qasec1qa-object-missing/handover","POST","PRIVATE","HANDOVER_CLASS_X_DOCUMENTS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL","ADMIN|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/class-x-documents/[id]/handover/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/class-x-documents/[id]/payment","/api/class-x-documents/qasec1qa-object-missing/payment","GET","PRIVATE","VIEW_CLASS_X_PACKAGES","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT","TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/class-x-documents/[id]/payment/route.ts","401","404","404","404","404","404","403","403","403"
"api","/api/class-x-documents/[id]/payment/approve","/api/class-x-documents/qasec1qa-object-missing/payment/approve","POST","PRIVATE","APPROVE_CLASS_X_PACKAGE_CHARGES","","SUPER_ADMIN|DIRECTOR","PRINCIPAL|ADMIN|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/class-x-documents/[id]/payment/approve/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/class-x-documents/[id]/payment/collect","/api/class-x-documents/qasec1qa-object-missing/payment/collect","POST","PRIVATE","COLLECT_CLASS_X_PACKAGE_PAYMENTS","","SUPER_ADMIN|DIRECTOR|ACCOUNTANT","PRINCIPAL|ADMIN|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/class-x-documents/[id]/payment/collect/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/class-x-documents/[id]/payment/waive","/api/class-x-documents/qasec1qa-object-missing/payment/waive","POST","PRIVATE","WAIVE_CLASS_X_PACKAGE_CHARGES","","SUPER_ADMIN|DIRECTOR","PRINCIPAL|ADMIN|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/class-x-documents/[id]/payment/waive/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/class-x-documents/[id]/workflow","/api/class-x-documents/qasec1qa-object-missing/workflow","POST","PRIVATE","VIEW_CLASS_X_PACKAGES","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT","TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/class-x-documents/[id]/workflow/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/class-x-documents/charge-preview","/api/class-x-documents/charge-preview","POST","PRIVATE","MANAGE_CLASS_X_PACKAGES","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/class-x-documents/charge-preview/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/class-x-documents/charge-rules","/api/class-x-documents/charge-rules","GET|POST","PRIVATE","VIEW_CLASS_X_PACKAGES","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT","TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/class-x-documents/charge-rules/route.ts","401","200","200","200","200","200","403","403","403"
"api","/api/class-x-documents/charge-rules/[id]","/api/class-x-documents/charge-rules/qasec1qa-object-missing","PATCH","PRIVATE","CONFIGURE_CLASS_X_PACKAGE_CHARGES","","SUPER_ADMIN|DIRECTOR","PRINCIPAL|ADMIN|ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/class-x-documents/charge-rules/[id]/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/class-x-documents/eligibility","/api/class-x-documents/eligibility","POST","PRIVATE","MANAGE_CLASS_X_PACKAGES","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN","ACCOUNTANT|TEACHER|PARENT|VIEWER","401","403_OR_404","private, no-store","NOINDEX","api/class-x-documents/eligibility/route.ts","401","405","405","405","405","405","405","405","405"
"api","/api/class-x-documents/reports","/api/class-x-documents/reports","GET","PRIVATE","VIEW_CLASS_X_PACKAGE_REPORTS","","SUPER_ADMIN|DIRECTOR|PRINCIPAL|ADMIN|ACCOUNTANT|VIEWER","TEACHER|PARENT","401","403_OR_404","private, no-store","NOINDEX","api/class-x-documents/reports/route.ts","401","200","200","200","200","200","403","403","200"
